RouteID,VehicleCount,AverageSpeed,MaximumSpeed,MinimumSpeed,AverageLatitude,AverageLongitude,AverageBearing
1630,7,0.0,0.0,0.0,53.40789794921875,-2.13949339730399,138.0
138500,14,0.0,0.0,0.0,51.58326639447893,-0.09705400041171483,176.78571428571428
92549,1,0.0,0.0,0.0,53.56301498413086,-2.185986042022705,310.0
93184,1,0.0,0.0,0.0,50.89255905151367,-1.0492080450057983,318.0
11462142,1,0.0,0.0,0.0,53.208499908447266,-0.11658299714326859,-1.0
9559573,10,0.0,0.0,0.0,51.49805908203125,-0.18857990056276322,135.0
131590,1,0.0,0.0,0.0,53.515533447265625,-0.10186199843883514,78.0
131154,2,0.0,0.0,0.0,54.1125602722168,-3.2474669218063354,273.0
133320,2,0.0,0.0,0.0,51.713138580322266,-3.444682002067566,60.0
117446,3,0.0,0.0,0.0,52.65530014038086,-2.4532809257507324,68.0
10734,2,0.0,0.0,0.0,51.74051284790039,-0.7085424959659576,167.5
1523502,1,0.0,0.0,0.0,52.08523178100586,-2.886910915374756,115.0
12255,4,0.0,0.0,0.0,53.75565242767334,-1.577537477016449,185.25
92616,4,0.0,0.0,0.0,53.4802942276001,-2.237326741218567,124.0
117987,1,0.0,0.0,0.0,55.62765121459961,-1.8545199632644653,330.0
10246363,10,0.0,0.0,0.0,51.593624877929685,0.1311408020555973,153.0
120860,2,0.0,0.0,0.0,51.35670852661133,-2.968692898750305,295.5
103257,2,0.0,0.0,0.0,54.92510795593262,-1.6148315072059631,-1.0
54850,3,0.0,0.0,0.0,52.63165156046549,1.2866036494572957,69.33333333333333
10192,2,0.0,0.0,0.0,51.06585693359375,-1.8049625158309937,51.5
112781,2,0.0,0.0,0.0,52.563764572143555,-1.977641999721527,260.5
4248,2,0.0,0.0,0.0,51.56287384033203,-1.783273994922638,-1.0
26876,6,0.0,0.0,0.0,51.57519785563151,-0.5981373389561971,49.0
8898295,7,0.0,0.0,0.0,53.39821679251535,-1.4855061258588518,78.0
399883,4,0.0,0.0,0.0,53.42543029785156,-2.215373933315277,144.25
11125,1,0.0,0.0,0.0,52.388938903808594,-2.2517430782318115,204.0
7163,3,0.0,0.0,0.0,50.79904047648112,-3.506170670191447,108.0
3145,5,0.0,0.0,0.0,51.44466857910156,-2.617722415924072,106.6
6434,8,0.0,0.0,0.0,54.863768577575684,-1.6324391216039658,93.625
782625,1,0.0,0.0,0.0,53.05681610107422,-2.5525848865509033,61.0
23202,7,0.0,0.0,0.0,51.36248942783901,-0.5255894235202244,128.57142857142858
94874,1,0.0,0.0,0.0,53.505950927734375,-1.1495369672775269,21.0
4069021,7,0.0,0.0,0.0,51.47261428833008,-0.26198028666632517,141.42857142857142
1393,1,0.0,0.0,0.0,54.97270202636719,-1.7541509866714478,-1.0
10984238,6,0.0,0.0,0.0,51.50044631958008,-0.015222666319459677,150.0
14411,3,0.0,0.0,0.0,51.04534403483073,1.0606366594632466,116.0
13213,19,0.0,0.0,0.0,52.435095937628496,-1.8915418511942814,130.47368421052633
10012,3,0.0,0.0,0.0,51.142529805501304,-0.0715636673849076,204.33333333333334
7756441,3,0.0,0.0,0.0,50.14027786254883,-5.151214599609375,152.66666666666666
12094773,2,0.0,0.0,0.0,52.3265438079834,0.9104815125465393,189.5
12217451,1,0.0,0.0,0.0,51.55523681640625,0.755719006061554,285.0
92248,4,0.0,0.0,0.0,53.606364250183105,-2.221778988838196,149.5
28917,6,0.0,0.0,0.0,51.16801961263021,-1.6969116727511089,162.5
32396,1,0.0,0.0,0.0,50.442543029785156,-3.708198070526123,354.0
2760244,2,0.0,0.0,0.0,52.0583610534668,-2.7093334197998047,294.5
62605,2,0.0,0.0,0.0,52.198801040649414,-1.9334114789962769,101.5
128774,5,0.0,0.0,0.0,52.600138092041014,-2.1362497806549072,89.4
9256303,2,0.0,0.0,0.0,51.65370178222656,-3.228438973426819,132.0
5007,5,0.0,0.0,0.0,53.01009826660156,-2.163716983795166,101.8
7834729,2,0.0,0.0,0.0,51.49489974975586,-2.60671603679657,192.0
32689,6,0.0,0.0,0.0,51.361921310424805,-0.5148776719967524,101.83333333333333
117921,2,0.0,0.0,0.0,55.2442684173584,-1.8272770047187805,67.0
17869,1,0.0,0.0,0.0,51.460514068603516,-0.9711470007896423,37.0
92559,6,0.0,0.0,0.0,53.48771603902181,-2.327616532643636,85.16666666666667
13024,2,0.0,0.0,0.0,52.24416542053223,-1.0449295043945312,210.0
10516170,2,0.0,0.0,0.0,51.54348564147949,-1.7854399681091309,30.5
6757603,16,0.0,0.0,0.0,51.46562361717224,-0.1465475605800748,165.9375
131987,1,0.0,0.0,0.0,53.24073028564453,-1.085955023765564,330.0
120711,3,0.0,0.0,0.0,51.48221333821615,-2.644831657409668,132.66666666666666
131234,9,0.0,0.0,0.0,48.40381410386827,-2.634249766667684,214.66666666666666
9439,1,0.0,0.0,0.0,51.76313400268555,-0.23208099603652954,328.0
3700915,4,0.0,0.0,0.0,51.415964126586914,0.19295349717140198,82.25
93178,3,0.0,0.0,0.0,50.92120107014974,-0.9886536598205566,100.0
